t,Corr0,Corr1,Corr2,Corr3,Corr4,Corr5,Corr6,Corr7,Corr8,Corr9,Corr10,Corr11,Corr12,Corr13,Corr14,Corr15,Corr16,Corr17,Corr18,Corr19,Corr20,Corr21,Corr22,Corr23,Corr24,Corr25,Corr26,Corr27,Corr28,Corr29,Corr30,Corr31,Corr32,Corr33,Corr34,Corr35,Corr36,Corr37,Corr38,Corr39,Corr40,Corr41,Corr42,Corr43,Corr44,Corr45,Corr46,Corr47,Corr48,Corr49,Corr50,Corr51,Corr52,Corr53,Corr54,Corr55,Corr56,Corr57,Corr58,Corr59,Corr60,Corr61,Corr62,Corr63,Corr64,Corr65,Corr66,Corr67,Corr68,Corr69,Corr70,Corr71,Corr72,Corr73,Corr74,Corr75,Corr76,Corr77,Corr78,Corr79,Corr80,Corr81,Corr82,Corr83,Corr84,Corr85,Corr86,Corr87,Corr88,Corr89,Corr90,Corr91,Corr92,Corr93,Corr94,Corr95,Corr96,Corr97,Corr98,Corr99
0.20202,0,0.209476,0.308866,0.366907,0.430015,0.484913,0.528995,0.573802,0.610144,0.652239,0.685914,0.717732,0.754347,0.79017,0.822316,0.852937,0.885195,0.914987,0.942848,0.972022,1,0.9725,0.947935,0.924482,0.901493,0.881827,0.863952,0.842845,0.824714,0.809988,0.795418,0.779851,0.765255,0.753758,0.740935,0.727505,0.712038,0.703728,0.69502,0.683837,0.674507,0.661256,0.650999,0.640439,0.633123,0.626672,0.61492,0.60826,0.596324,0.58723,0.579148,0.569632,0.562649,0.556908,0.550595,0.545151,0.538354,0.536785,0.532463,0.526245,0.520148,0.515785,0.509418,0.502192,0.496861,0.488103,0.48567,0.482221,0.478729,0.474296,0.468122,0.463392,0.4591,0.452577,0.449064,0.442499,0.43997,0.436148,0.43216,0.425361,0.419896,0.414814,0.414621,0.412127,0.408837,0.403499,0.401502,0.399633,0.397262,0.390696,0.386543,0.380699,0.376633,0.374627,0.369224,0.364606,0.360528,0.355746,0.349158,0.346202
0.212121,0,0.206588,0.302046,0.360194,0.420705,0.473691,0.514948,0.557218,0.593218,0.634038,0.665533,0.697718,0.733613,0.767397,0.799629,0.828411,0.859294,0.888209,0.915749,0.943986,0.9725,1,0.974873,0.950711,0.926234,0.905821,0.886871,0.865504,0.847667,0.832486,0.816395,0.800501,0.785794,0.77471,0.760389,0.746422,0.731785,0.722572,0.71264,0.701182,0.691528,0.677969,0.667428,0.655469,0.647637,0.641183,0.628762,0.621807,0.609963,0.601134,0.593395,0.584639,0.578283,0.573031,0.565646,0.559214,0.551983,0.550734,0.545169,0.538288,0.531257,0.526621,0.5199,0.512553,0.507798,0.498473,0.495704,0.492173,0.488324,0.484504,0.478621,0.473923,0.469959,0.463524,0.460026,0.453204,0.450097,0.44625,0.44245,0.43509,0.429942,0.424457,0.423942,0.421678,0.417559,0.412793,0.411312,0.409566,0.407715,0.401082,0.397044,0.391315,0.387763,0.385792,0.380306,0.374928,0.37098,0.366089,0.35906,0.356277
0.222222,0,0.206717,0.297859,0.355511,0.413406,0.464785,0.504085,0.544992,0.580854,0.620585,0.652323,0.68297,0.718466,0.750987,0.78269,0.809834,0.839955,0.867619,0.895597,0.920663,0.947935,0.974873,1,0.974833,0.949575,0.928592,0.908747,0.886629,0.868456,0.853136,0.835489,0.819155,0.804397,0.792571,0.778117,0.76374,0.749184,0.739629,0.729373,0.717936,0.709204,0.695593,0.6849,0.673252,0.665079,0.657502,0.645638,0.638571,0.626232,0.616794,0.607803,0.598513,0.591843,0.585966,0.578063,0.571518,0.564808,0.563891,0.557712,0.55046,0.542747,0.538132,0.531977,0.524058,0.518185,0.509265,0.506424,0.503281,0.499055,0.495163,0.489279,0.484495,0.480802,0.473774,0.470114,0.463789,0.460132,0.456159,0.451815,0.444142,0.439238,0.43382,0.433829,0.431495,0.427337,0.422631,0.420149,0.418317,0.416265,0.410191,0.406129,0.400339,0.396949,0.394479,0.389324,0.384218,0.379968,0.375083,0.367613,0.364339
0.232323,0,0.200035,0.292336,0.348181,0.404562,0.454196,0.492201,0.531698,0.566204,0.6051,0.636824,0.666025,0.700947,0.732817,0.76532,0.791515,0.820751,0.846864,0.874961,0.899381,0.924482,0.950711,0.974833,1,0.975116,0.952455,0.931129,0.910157,0.892373,0.876471,0.857764,0.840743,0.8249,0.812663,0.798966,0.783812,0.768794,0.758441,0.747694,0.735757,0.726131,0.712047,0.70111,0.689737,0.682246,0.673737,0.662547,0.655555,0.643432,0.632839,0.623673,0.614915,0.60857,0.602721,0.593993,0.586364,0.578783,0.577453,0.571153,0.563545,0.556565,0.551555,0.545479,0.537929,0.532545,0.523853,0.520059,0.517527,0.51268,0.508469,0.501954,0.497095,0.493162,0.485899,0.482104,0.4759,0.472194,0.467858,0.464077,0.455851,0.450653,0.445074,0.445056,0.44364,0.439328,0.434136,0.430835,0.427947,0.425749,0.41937,0.414705,0.409085,0.405651,0.402072,0.395939,0.391825,0.387632,0.382256,0.375883,0.372103
0.242424,0,0.195238,0.283644,0.33709,0.393774,0.44088,0.477377,0.515943,0.549644,0.587434,0.619315,0.647761,0.681839,0.714992,0.747791,0.772475,0.799611,0.825005,0.852786,0.876765,0.901493,0.926234,0.949575,0.975116,1,0.976285,0.953693,0.933144,0.914386,0.897948,0.878842,0.861752,0.845165,0.832603,0.819063,0.804395,0.790027,0.778628,0.767884,0.755778,0.745923,0.731616,0.720463,0.709374,0.701045,0.693509,0.681694,0.674467,0.662375,0.651023,0.640696,0.631571,0.624403,0.617977,0.609308,0.601338,0.593535,0.591793,0.585606,0.577941,0.57148,0.566844,0.560563,0.552787,0.546632,0.537276,0.53341,0.530297,0.52467,0.519562,0.512952,0.508111,0.503615,0.496099,0.492197,0.4865,0.482335,0.478057,0.474322,0.466296,0.461589,0.455093,0.454673,0.453704,0.449161,0.443781,0.440818,0.43791,0.436042,0.42901,0.424231,0.418752,0.415529,0.411522,0.405473,0.402227,0.398214,0.393653,0.388125,0.384274
0.252525,0,0.194372,0.278324,0.332126,0.38734,0.432529,0.46927,0.507166,0.541649,0.578424,0.607876,0.634905,0.669592,0.700398,0.732684,0.755742,0.782389,0.807908,0.835181,0.858223,0.881827,0.905821,0.928592,0.952455,0.976285,1,0.977257,0.956087,0.935999,0.91838,0.899352,0.882122,0.86525,0.851194,0.836306,0.821556,0.806463,0.794835,0.784325,0.771788,0.761463,0.747656,0.736608,0.724797,0.716545,0.709088,0.696341,0.687231,0.67535,0.664176,0.653299,0.642302,0.634478,0.627283,0.618762,0.610955,0.603095,0.601428,0.594381,0.586489,0.579703,0.575469,0.569428,0.56175,0.554858,0.544908,0.541106,0.538131,0.532602,0.528172,0.521507,0.516545,0.511417,0.503438,0.499109,0.493248,0.489136,0.484648,0.480007,0.472212,0.467292,0.461075,0.461383,0.460304,0.455243,0.450122,0.446455,0.443252,0.441187,0.434743,0.429958,0.424406,0.420873,0.417153,0.411309,0.407717,0.403088,0.398761,0.393421,0.389302
0.262626,0,0.18868,0.270556,0.324132,0.377758,0.420766,0.457219,0.49343,0.52869,0.565487,0.59504,0.620792,0.654999,0.685546,0.717748,0.740247,0.766404,0.791878,0.818855,0.840135,0.863952,0.886871,0.908747,0.931129,0.953693,0.977257,1,0.977726,0.957251,0.939309,0.919286,0.902272,0.885174,0.87011,0.854907,0.839266,0.82339,0.810779,0.79957,0.787545,0.776569,0.761789,0.75104,0.739836,0.731805,0.724422,0.712424,0.703114,0.690564,0.679435,0.667655,0.656737,0.648724,0.641144,0.632553,0.624638,0.616601,0.614704,0.606373,0.597827,0.592332,0.587118,0.581476,0.573561,0.566475,0.556672,0.553251,0.54995,0.544955,0.541117,0.534169,0.528886,0.524345,0.516576,0.511935,0.50654,0.502081,0.497547,0.492274,0.48386,0.478632,0.472455,0.473008,0.471291,0.465422,0.460142,0.456597,0.453006,0.45092,0.444183,0.43894,0.433115,0.429408,0.425254,0.418844,0.414674,0.409702,0.405361,0.399073,0.39464
0.272727,0,0.180371,0.263412,0.31575,0.367759,0.410029,0.447434,0.484332,0.518496,0.55498,0.582899,0.607896,0.64045,0.669235,0.70104,0.72332,0.749407,0.774278,0.800064,0.821173,0.842845,0.865504,0.886629,0.910157,0.933144,0.956087,0.977726,1,0.979751,0.960766,0.941166,0.923812,0.90759,0.891572,0.875863,0.860378,0.844351,0.830852,0.81862,0.806085,0.79443,0.779417,0.76996,0.75919,0.750718,0.741991,0.729538,0.720006,0.707151,0.695096,0.682824,0.67225,0.662662,0.655921,0.647792,0.639351,0.631378,0.629331,0.620485,0.61153,0.605464,0.600214,0.593694,0.586007,0.578486,0.568603,0.564646,0.560881,0.555919,0.55217,0.545607,0.539552,0.534176,0.526187,0.520971,0.515485,0.511147,0.505985,0.501092,0.49269,0.488156,0.482579,0.484332,0.482641,0.476539,0.471149,0.46872,0.46423,0.461862,0.455291,0.451205,0.445428,0.441982,0.436764,0.430822,0.427455,0.423336,0.419169,0.413514,0.409252
0.282828,0,0.174642,0.256719,0.310259,0.361634,0.403149,0.439739,0.476043,0.508895,0.542339,0.57011,0.594787,0.626628,0.655017,0.684742,0.705389,0.73142,0.756397,0.782003,0.802749,0.824714,0.847667,0.868456,0.892373,0.914386,0.935999,0.957251,0.979751,1,0.979171,0.958641,0.940698,0.924098,0.907345,0.891123,0.875112,0.858282,0.843806,0.830167,0.818503,0.806722,0.791808,0.781581,0.771364,0.762937,0.753946,0.741133,0.731179,0.718226,0.706385,0.694012,0.68374,0.67384,0.666926,0.658617,0.649486,0.641169,0.638835,0.629522,0.621118,0.615202,0.610589,0.603258,0.59618,0.588257,0.578768,0.574447,0.570893,0.56559,0.561439,0.555264,0.549216,0.544086,0.536322,0.530505,0.52535,0.521233,0.516311,0.510546,0.501862,0.497702,0.492688,0.494944,0.49288,0.486767,0.481808,0.478844,0.474249,0.472325,0.466018,0.461755,0.456077,0.452664,0.447374,0.441018,0.437101,0.432748,0.429086,0.424394,0.420109
0.292929,0,0.171083,0.253942,0.30397,0.354141,0.393589,0.428516,0.463934,0.496156,0.530206,0.558801,0.582936,0.615517,0.64433,0.672237,0.691816,0.718358,0.742134,0.766793,0.787233,0.809988,0.832486,0.853136,0.876471,0.897948,0.91838,0.939309,0.960766,0.979171,1,0.978907,0.961137,0.943076,0.925125,0.907611,0.891107,0.874715,0.861193,0.847377,0.83497,0.823293,0.807721,0.797061,0.78662,0.777826,0.767537,0.754847,0.744471,0.731274,0.719824,0.707778,0.697373,0.687205,0.679211,0.670823,0.662077,0.654331,0.651909,0.642857,0.634668,0.627766,0.623283,0.61538,0.608462,0.60061,0.591616,0.586894,0.583625,0.578108,0.572989,0.565855,0.559766,0.554825,0.547452,0.541672,0.536896,0.532603,0.526829,0.521304,0.512904,0.508076,0.502543,0.504003,0.50256,0.496389,0.490878,0.488369,0.483601,0.481995,0.475301,0.470957,0.4654,0.462727,0.457611,0.451617,0.447265,0.443098,0.438712,0.43381,0.429929
0.30303,0,0.169386,0.247715,0.29763,0.345926,0.384615,0.419272,0.453837,0.487707,0.520641,0.547862,0.572342,0.605204,0.633652,0.661772,0.68125,0.707319,0.729389,0.7535,0.773737,0.795418,0.816395,0.835489,0.857764,0.878842,0.899352,0.919286,0.941166,0.958641,0.978907,1,0.981274,0.961755,0.94388,0.925721,0.908468,0.893165,0.880144,0.86555,0.853976,0.841964,0.826547,0.816043,0.804795,0.795624,0.784769,0.771519,0.760565,0.746638,0.735106,0.723817,0.713249,0.70324,0.694452,0.686575,0.677299,0.669511,0.665869,0.656702,0.648579,0.641381,0.636408,0.628754,0.621455,0.61386,0.603839,0.598945,0.595331,0.590187,0.58474,0.577724,0.570999,0.565488,0.558526,0.552283,0.54733,0.542486,0.537467,0.532049,0.523179,0.519062,0.51412,0.515115,0.513874,0.508425,0.502512,0.499635,0.494191,0.492142,0.485328,0.480885,0.475422,0.472632,0.467139,0.461071,0.456302,0.452878,0.448541,0.443818,0.440241
0.313131,0,0.168048,0.245975,0.29422,0.340729,0.377769,0.40891,0.443499,0.477413,0.509768,0.536581,0.560011,0.592816,0.619548,0.646927,0.665,0.690155,0.711922,0.736336,0.757758,0.779851,0.800501,0.819155,0.840743,0.861752,0.882122,0.902272,0.923812,0.940698,0.961137,0.981274,1,0.981682,0.963905,0.944713,0.927448,0.912872,0.898478,0.884161,0.872363,0.858805,0.843253,0.832687,0.82143,0.812664,0.800419,0.786694,0.774881,0.761619,0.75005,0.738952,0.728235,0.718333,0.70943,0.702209,0.692659,0.684615,0.679406,0.669525,0.661284,0.65417,0.649054,0.641033,0.63373,0.625792,0.615768,0.611048,0.606977,0.601647,0.595666,0.588581,0.581384,0.57606,0.568862,0.562809,0.558686,0.55331,0.548121,0.54234,0.532812,0.528524,0.523135,0.524242,0.523085,0.517431,0.511249,0.509331,0.503771,0.501626,0.494568,0.48934,0.483878,0.480492,0.475154,0.46884,0.46431,0.460856,0.456629,0.45241,0.448726
0.323232,0,0.162696,0.240544,0.285524,0.330997,0.36754,0.397412,0.431532,0.465858,0.497703,0.524412,0.547575,0.579633,0.604899,0.632585,0.65136,0.675663,0.696886,0.72178,0.743271,0.765255,0.785794,0.804397,0.8249,0.845165,0.86525,0.885174,0.90759,0.924098,0.943076,0.961755,0.981682,1,0.981517,0.963163,0.945875,0.930506,0.915409,0.90012,0.887597,0.87381,0.857864,0.847064,0.83593,0.827797,0.815488,0.801936,0.79004,0.77756,0.764681,0.753521,0.742429,0.732606,0.724135,0.716375,0.706111,0.69737,0.69224,0.682302,0.673865,0.666522,0.661327,0.653327,0.64679,0.638843,0.629246,0.62399,0.619904,0.614826,0.608964,0.60139,0.594469,0.589262,0.581534,0.575423,0.570583,0.565138,0.560468,0.555006,0.544798,0.540264,0.5352,0.53671,0.534972,0.528904,0.52344,0.522543,0.517501,0.514792,0.507597,0.50221,0.497001,0.492958,0.487312,0.480825,0.47652,0.473211,0.468715,0.464085,0.460045
0.333333,0,0.159529,0.235801,0.281705,0.326185,0.361833,0.389833,0.42296,0.455724,0.485739,0.513071,0.53597,0.567452,0.592365,0.620519,0.639016,0.662991,0.684155,0.708674,0.731719,0.753758,0.77471,0.792571,0.812663,0.832603,0.851194,0.87011,0.891572,0.907345,0.925125,0.94388,0.963905,0.981517,1,0.981557,0.964513,0.948144,0.932596,0.917237,0.904564,0.890702,0.875092,0.863394,0.851645,0.843261,0.830267,0.816504,0.803781,0.791663,0.778446,0.767954,0.756786,0.746024,0.737277,0.729017,0.718158,0.708459,0.702896,0.691644,0.683744,0.675734,0.670575,0.662108,0.655311,0.64794,0.637695,0.632754,0.628095,0.624001,0.617984,0.610468,0.60395,0.599164,0.591207,0.585143,0.581095,0.57567,0.571094,0.565092,0.554813,0.550991,0.54544,0.54677,0.544358,0.538405,0.533115,0.532239,0.526901,0.524213,0.515648,0.50901,0.50357,0.499656,0.494708,0.4879,0.482932,0.478427,0.474262,0.469642,0.466266
0.343434,0,0.154097,0.23045,0.276215,0.321135,0.35593,0.384535,0.417818,0.449398,0.479542,0.506343,0.529119,0.558998,0.582897,0.610607,0.628198,0.651425,0.672688,0.696463,0.718576,0.740935,0.760389,0.778117,0.798966,0.819063,0.836306,0.854907,0.875863,0.891123,0.907611,0.925721,0.944713,0.963163,0.981557,1,0.983245,0.966527,0.950611,0.934565,0.921455,0.907318,0.890997,0.878925,0.866992,0.858288,0.844953,0.83186,0.820216,0.808128,0.79468,0.783471,0.772476,0.762031,0.753174,0.745309,0.735105,0.725919,0.720841,0.709629,0.701418,0.694198,0.688167,0.679297,0.672627,0.665505,0.655179,0.650418,0.646037,0.641045,0.634535,0.626606,0.619087,0.615598,0.607615,0.601368,0.597808,0.591857,0.587218,0.58055,0.570433,0.566949,0.562292,0.56358,0.561119,0.554794,0.549955,0.549583,0.544052,0.541195,0.531587,0.524036,0.519513,0.515231,0.509422,0.501363,0.496579,0.491365,0.487852,0.482849,0.478896
0.353535,0,0.150522,0.226977,0.271338,0.31657,0.350035,0.377743,0.411119,0.441359,0.471119,0.497679,0.519361,0.548506,0.572293,0.599761,0.616275,0.639868,0.661927,0.684926,0.705436,0.727505,0.746422,0.76374,0.783812,0.804395,0.821556,0.839266,0.860378,0.875112,0.891107,0.908468,0.927448,0.945875,0.964513,0.983245,1,0.982644,0.966639,0.950169,0.936743,0.921509,0.905245,0.892303,0.879999,0.870967,0.85682,0.842379,0.831706,0.819101,0.804711,0.794578,0.78359,0.773093,0.764259,0.755922,0.745454,0.735267,0.729232,0.717539,0.709446,0.702233,0.696488,0.687678,0.680448,0.673918,0.664249,0.65936,0.654994,0.649312,0.64201,0.634055,0.626384,0.622796,0.614406,0.608563,0.604882,0.598598,0.593858,0.587818,0.577498,0.574062,0.569905,0.571221,0.568661,0.562057,0.557292,0.557339,0.552095,0.549161,0.538527,0.531876,0.528406,0.523969,0.517629,0.509835,0.504738,0.499534,0.496139,0.490639,0.486669
0.363636,0,0.144273,0.21878,0.26327,0.309046,0.341399,0.369588,0.40128,0.43042,0.458933,0.485758,0.506501,0.536271,0.561026,0.5872,0.602988,0.625362,0.646756,0.670977,0.691052,0.712038,0.731785,0.749184,0.768794,0.790027,0.806463,0.82339,0.844351,0.858282,0.874715,0.893165,0.912872,0.930506,0.948144,0.966527,0.982644,1,0.98384,0.96771,0.95365,0.938001,0.921242,0.907944,0.895767,0.886252,0.872153,0.858023,0.84653,0.83334,0.818884,0.808072,0.797193,0.787835,0.778287,0.770044,0.759317,0.748663,0.742287,0.729625,0.721407,0.713584,0.706766,0.698171,0.69083,0.68355,0.674294,0.668923,0.664819,0.658452,0.649916,0.641761,0.634607,0.631234,0.623016,0.616585,0.6132,0.606819,0.601568,0.59604,0.584767,0.581177,0.577399,0.579374,0.577761,0.570681,0.565724,0.565491,0.560081,0.55756,0.547716,0.541113,0.536491,0.532713,0.526155,0.518255,0.513456,0.508254,0.505143,0.500248,0.495667
0.373737,0,0.142001,0.213536,0.25889,0.305372,0.337988,0.365477,0.397249,0.426378,0.454228,0.481712,0.501948,0.531179,0.556142,0.58187,0.596789,0.619287,0.638961,0.663038,0.683313,0.703728,0.722572,0.739629,0.758441,0.778628,0.794835,0.810779,0.830852,0.843806,0.861193,0.880144,0.898478,0.915409,0.932596,0.950611,0.966639,0.98384,1,0.983519,0.968234,0.952894,0.936904,0.922882,0.910041,0.899702,0.886419,0.872293,0.861279,0.848057,0.834344,0.823276,0.812497,0.803108,0.793378,0.784935,0.774853,0.76392,0.757267,0.744533,0.736092,0.728052,0.721779,0.713206,0.705748,0.699383,0.689918,0.684698,0.680314,0.674062,0.66523,0.656464,0.649442,0.64597,0.637644,0.631554,0.627447,0.621265,0.615885,0.610836,0.599679,0.595865,0.591774,0.593451,0.591826,0.58501,0.580172,0.579334,0.573554,0.570796,0.560797,0.554477,0.548414,0.544079,0.538158,0.530031,0.525104,0.519708,0.516698,0.510835,0.506329
0.383838,0,0.140704,0.209042,0.25369,0.299519,0.332046,0.360062,0.390649,0.41859,0.447654,0.474921,0.495214,0.524504,0.549011,0.574476,0.589352,0.610926,0.630755,0.655168,0.675136,0.69502,0.71264,0.729373,0.747694,0.767884,0.784325,0.79957,0.81862,0.830167,0.847377,0.86555,0.884161,0.90012,0.917237,0.934565,0.950169,0.96771,0.983519,1,0.984241,0.968059,0.953121,0.939046,0.925285,0.913403,0.899998,0.886491,0.875914,0.863013,0.849095,0.838739,0.828068,0.819391,0.808397,0.799949,0.789995,0.779602,0.772735,0.759419,0.750468,0.742355,0.736385,0.727682,0.719656,0.713699,0.704502,0.699114,0.694212,0.688017,0.678343,0.669513,0.663001,0.659086,0.651022,0.644094,0.64095,0.635093,0.628641,0.622982,0.611863,0.607702,0.603542,0.605146,0.604323,0.597709,0.592654,0.591209,0.585343,0.581789,0.572513,0.566925,0.56075,0.556686,0.550961,0.543503,0.538899,0.533621,0.531299,0.525724,0.52083
0.393939,0,0.138366,0.2044,0.249884,0.296175,0.32814,0.356551,0.385742,0.414214,0.443015,0.469894,0.488549,0.517479,0.540431,0.565301,0.579844,0.601632,0.620378,0.644586,0.664188,0.683837,0.701182,0.717936,0.735757,0.755778,0.771788,0.787545,0.806085,0.818503,0.83497,0.853976,0.872363,0.887597,0.904564,0.921455,0.936743,0.95365,0.968234,0.984241,1,0.984229,0.968878,0.955007,0.940744,0.928035,0.913528,0.899633,0.888622,0.875364,0.861238,0.850461,0.840816,0.831378,0.820784,0.811697,0.801434,0.79068,0.784082,0.771045,0.762302,0.754147,0.748573,0.73924,0.731247,0.725781,0.71697,0.711507,0.706448,0.700561,0.690828,0.681768,0.674668,0.670568,0.662811,0.655882,0.652097,0.645683,0.63897,0.633418,0.622592,0.618357,0.614542,0.616412,0.614548,0.607485,0.602552,0.601492,0.595363,0.591868,0.581854,0.575566,0.569932,0.565308,0.559715,0.551733,0.547185,0.542055,0.539973,0.534784,0.529612
0.40404,0,0.138643,0.205619,0.24886,0.292839,0.324168,0.352582,0.38297,0.410844,0.439419,0.466816,0.484645,0.513338,0.534963,0.558884,0.573143,0.594035,0.612412,0.63598,0.655124,0.674507,0.691528,0.709204,0.726131,0.745923,0.761463,0.776569,0.79443,0.806722,0.823293,0.841964,0.858805,0.87381,0.890702,0.907318,0.921509,0.938001,0.952894,0.968059,0.984229,1,0.984374,0.970084,0.956368,0.942659,0.928293,0.914693,0.903282,0.890422,0.877209,0.864968,0.855182,0.845611,0.834675,0.825514,0.815661,0.804057,0.796755,0.784559,0.775756,0.767361,0.76175,0.752056,0.744254,0.738448,0.729184,0.723882,0.718683,0.713005,0.70325,0.693992,0.686553,0.682177,0.674607,0.667769,0.663293,0.65698,0.650195,0.644411,0.63527,0.631088,0.626909,0.628939,0.626861,0.620028,0.615042,0.613295,0.606821,0.603035,0.593538,0.587031,0.581809,0.576895,0.571285,0.562829,0.558535,0.55363,0.551249,0.546243,0.540653
0.414141,0,0.13533,0.201776,0.243326,0.287872,0.31859,0.347499,0.376539,0.404168,0.431224,0.458067,0.475287,0.503119,0.525378,0.550297,0.564619,0.584512,0.603612,0.625774,0.643073,0.661256,0.677969,0.695593,0.712047,0.731616,0.747656,0.761789,0.779417,0.791808,0.807721,0.826547,0.843253,0.857864,0.875092,0.890997,0.905245,0.921242,0.936904,0.953121,0.968878,0.984374,1,0.985124,0.971056,0.95628,0.942481,0.928503,0.916945,0.904812,0.892324,0.879826,0.87027,0.859899,0.84915,0.838601,0.829071,0.817524,0.808962,0.796722,0.787065,0.7782,0.772658,0.76325,0.754585,0.748176,0.737975,0.731818,0.726806,0.720814,0.711657,0.702242,0.694044,0.689816,0.682504,0.674791,0.66938,0.663522,0.657303,0.651183,0.642553,0.638721,0.634034,0.635409,0.633314,0.626092,0.620488,0.619639,0.613718,0.610097,0.600895,0.594497,0.588284,0.583303,0.577663,0.569548,0.564995,0.560363,0.557718,0.552225,0.54682
0.424242,0,0.132484,0.19797,0.240415,0.286227,0.316368,0.344881,0.374014,0.400566,0.427233,0.453942,0.470566,0.498583,0.519689,0.543172,0.557281,0.577112,0.59632,0.617283,0.634032,0.650999,0.667428,0.6849,0.70111,0.720463,0.736608,0.75104,0.76996,0.781581,0.797061,0.816043,0.832687,0.847064,0.863394,0.878925,0.892303,0.907944,0.922882,0.939046,0.955007,0.970084,0.985124,1,0.985976,0.970465,0.955744,0.941735,0.930051,0.917547,0.904926,0.89133,0.881278,0.870798,0.860724,0.8514,0.841675,0.83062,0.821345,0.809143,0.799344,0.790226,0.78361,0.773538,0.764364,0.75773,0.747438,0.74069,0.735644,0.729564,0.72039,0.710658,0.702208,0.697704,0.690334,0.682376,0.677046,0.671165,0.664936,0.658413,0.65009,0.646928,0.642506,0.644518,0.64301,0.635095,0.629479,0.628899,0.622513,0.618514,0.609474,0.602417,0.596983,0.591733,0.585902,0.577968,0.574094,0.569379,0.566455,0.560863,0.55536
0.434343,0,0.131539,0.198259,0.237754,0.284784,0.313107,0.341265,0.369641,0.396374,0.421595,0.447864,0.462607,0.488634,0.510009,0.533311,0.546745,0.566691,0.586073,0.606394,0.623114,0.640439,0.655469,0.673252,0.689737,0.709374,0.724797,0.739836,0.75919,0.771364,0.78662,0.804795,0.82143,0.83593,0.851645,0.866992,0.879999,0.895767,0.910041,0.925285,0.940744,0.956368,0.971056,0.985976,1,0.984874,0.969769,0.9559,0.943705,0.930377,0.917869,0.90465,0.893885,0.883034,0.872674,0.863402,0.853881,0.842616,0.83299,0.820733,0.810719,0.801613,0.794742,0.78339,0.774557,0.768488,0.757887,0.751273,0.745507,0.739134,0.72989,0.720183,0.711206,0.706667,0.698527,0.689875,0.68465,0.678586,0.671861,0.665169,0.656489,0.653206,0.64817,0.650007,0.647979,0.640266,0.634008,0.633389,0.627424,0.623675,0.614658,0.608283,0.603429,0.598195,0.59213,0.584315,0.580495,0.576023,0.572685,0.567041,0.562026
0.444444,0,0.131965,0.195857,0.234595,0.280981,0.307861,0.336752,0.364383,0.390265,0.415027,0.440588,0.454718,0.480362,0.502417,0.525331,0.537739,0.558923,0.577768,0.598428,0.615286,0.633123,0.647637,0.665079,0.682246,0.701045,0.716545,0.731805,0.750718,0.762937,0.777826,0.795624,0.812664,0.827797,0.843261,0.858288,0.870967,0.886252,0.899702,0.913403,0.928035,0.942659,0.95628,0.970465,0.984874,1,0.985022,0.971011,0.958416,0.944477,0.931662,0.918855,0.908046,0.895431,0.885509,0.875766,0.866625,0.855197,0.844995,0.832736,0.82243,0.813061,0.805628,0.794379,0.78547,0.778825,0.768429,0.761769,0.756527,0.750168,0.741672,0.730987,0.721482,0.716319,0.707177,0.698687,0.692144,0.685843,0.678529,0.672014,0.66254,0.658954,0.653398,0.655605,0.652915,0.645369,0.638937,0.638076,0.6334,0.6306,0.620731,0.613477,0.608692,0.602771,0.59629,0.588177,0.584138,0.5791,0.575039,0.568692,0.563691
0.454545,0,0.129731,0.19264,0.232143,0.28032,0.305689,0.333558,0.35955,0.385519,0.410502,0.435351,0.448459,0.473672,0.495828,0.518213,0.530362,0.551211,0.570454,0.591732,0.608941,0.626672,0.641183,0.657502,0.673737,0.693509,0.709088,0.724422,0.741991,0.753946,0.767537,0.784769,0.800419,0.815488,0.830267,0.844953,0.85682,0.872153,0.886419,0.899998,0.913528,0.928293,0.942481,0.955744,0.969769,0.985022,1,0.985434,0.972116,0.959224,0.947721,0.934781,0.923146,0.910375,0.900873,0.890133,0.880989,0.86883,0.857316,0.84531,0.834071,0.823251,0.816997,0.805542,0.796401,0.788529,0.778577,0.772306,0.766984,0.760696,0.751714,0.742136,0.732804,0.727685,0.718194,0.708407,0.701215,0.695536,0.688608,0.681639,0.672568,0.668344,0.662432,0.663832,0.660335,0.653995,0.647715,0.645556,0.640555,0.637796,0.627853,0.619811,0.614875,0.608673,0.602097,0.593738,0.588782,0.583913,0.579849,0.573224,0.568465
0.464646,0,0.124809,0.186893,0.225253,0.272505,0.297222,0.324645,0.350035,0.375663,0.399555,0.425245,0.437684,0.462314,0.483744,0.506196,0.518418,0.53896,0.557266,0.579076,0.596907,0.61492,0.628762,0.645638,0.662547,0.681694,0.696341,0.712424,0.729538,0.741133,0.754847,0.771519,0.786694,0.801936,0.816504,0.83186,0.842379,0.858023,0.872293,0.886491,0.899633,0.914693,0.928503,0.941735,0.9559,0.971011,0.985434,1,0.986307,0.973046,0.961432,0.946726,0.93499,0.92225,0.912153,0.901013,0.89225,0.881099,0.869182,0.858616,0.846156,0.835139,0.828863,0.816759,0.808653,0.800129,0.790585,0.782257,0.777313,0.770882,0.761697,0.752357,0.743634,0.738171,0.728218,0.718155,0.711163,0.706446,0.699853,0.692885,0.683359,0.679882,0.67375,0.675389,0.672996,0.666512,0.65995,0.656988,0.651179,0.648655,0.638479,0.629822,0.624741,0.618305,0.612205,0.603047,0.59778,0.59334,0.589446,0.582896,0.577374
