t,Cov0,Cov1,Cov2,Cov3,Cov4,Cov5,Cov6,Cov7,Cov8,Cov9,Cov10,Cov11,Cov12,Cov13,Cov14,Cov15,Cov16,Cov17,Cov18,Cov19,Cov20,Cov21,Cov22,Cov23,Cov24,Cov25,Cov26,Cov27,Cov28,Cov29,Cov30,Cov31,Cov32,Cov33,Cov34,Cov35,Cov36,Cov37,Cov38,Cov39,Cov40,Cov41,Cov42,Cov43,Cov44,Cov45,Cov46,Cov47,Cov48,Cov49,Cov50,Cov51,Cov52,Cov53,Cov54,Cov55,Cov56,Cov57,Cov58,Cov59,Cov60,Cov61,Cov62,Cov63,Cov64,Cov65,Cov66,Cov67,Cov68,Cov69,Cov70,Cov71,Cov72,Cov73,Cov74,Cov75,Cov76,Cov77,Cov78,Cov79,Cov80,Cov81,Cov82,Cov83,Cov84,Cov85,Cov86,Cov87,Cov88,Cov89,Cov90,Cov91,Cov92,Cov93,Cov94,Cov95,Cov96,Cov97,Cov98,Cov99
0.727273,0,0.00856014,0.0189672,0.0290238,0.0398465,0.048994,0.0590574,0.0676019,0.0785089,0.0869764,0.0984635,0.106909,0.117926,0.131258,0.143375,0.151835,0.162161,0.173968,0.186796,0.200407,0.213844,0.223889,0.235663,0.248322,0.258323,0.267711,0.282047,0.293741,0.305102,0.315416,0.327764,0.339314,0.354237,0.368452,0.386747,0.397153,0.410422,0.423159,0.439329,0.452614,0.467403,0.481719,0.493431,0.507284,0.520072,0.536656,0.558998,0.573378,0.591754,0.612738,0.627466,0.647519,0.663927,0.678822,0.692512,0.708654,0.721454,0.734372,0.757087,0.771282,0.790155,0.811361,0.827231,0.849684,0.866941,0.888836,0.900804,0.911262,0.921646,0.93833,0.956415,0.970243,0.987897,0.998317,1.00282,1.0097,1.00254,0.999252,0.998429,1.0058,1.00252,1.00044,0.985181,0.987965,0.987367,0.987116,0.983155,0.986886,0.977649,0.973364,0.979396,0.986246,0.991919,0.999731,0.995257,0.9985,1.00593,1.02009,1.01488,1.01767
0.737374,0,0.0087897,0.0192299,0.0292348,0.040082,0.049256,0.0592956,0.0679358,0.0789149,0.0872845,0.0990608,0.107714,0.118803,0.131741,0.14369,0.152527,0.16289,0.175061,0.187495,0.201607,0.215111,0.225333,0.23696,0.249662,0.259664,0.268916,0.283542,0.295256,0.30689,0.31758,0.33034,0.341916,0.35673,0.370982,0.389527,0.399803,0.413351,0.426235,0.442815,0.456514,0.471655,0.486346,0.498189,0.51168,0.52392,0.540473,0.562721,0.577356,0.595605,0.616947,0.632045,0.652879,0.669121,0.684118,0.698156,0.714074,0.727459,0.741305,0.7642,0.778414,0.798052,0.820289,0.836227,0.859738,0.877233,0.899764,0.911841,0.922476,0.933714,0.94957,0.9675,0.980824,0.998317,1.02866,1.03371,1.03983,1.03265,1.02945,1.02878,1.03641,1.03362,1.03148,1.01382,1.01704,1.01745,1.01797,1.01366,1.01737,1.00752,1.00192,1.00884,1.01662,1.02202,1.03039,1.02637,1.0302,1.03826,1.05339,1.04741,1.0505
0.747475,0,0.00884289,0.0192275,0.0291923,0.0398836,0.0491932,0.0592328,0.0680944,0.079395,0.0875805,0.0994978,0.108342,0.119495,0.132571,0.144629,0.153424,0.163712,0.175943,0.188169,0.202793,0.216439,0.226773,0.238431,0.25119,0.261239,0.270347,0.284941,0.296435,0.307824,0.31864,0.331235,0.343028,0.357938,0.372333,0.390937,0.401562,0.414829,0.428092,0.444254,0.458086,0.473431,0.487602,0.499361,0.512439,0.524899,0.540594,0.562739,0.577386,0.59572,0.617455,0.633018,0.653883,0.670196,0.685603,0.699643,0.716311,0.729239,0.744127,0.766993,0.781349,0.801227,0.823718,0.839722,0.863127,0.880857,0.903639,0.916367,0.926863,0.938057,0.954505,0.972965,0.986122,1.00282,1.03371,1.05775,1.06447,1.05673,1.05262,1.05167,1.0598,1.05711,1.05485,1.03542,1.03799,1.0376,1.0386,1.03396,1.03774,1.02776,1.02197,1.02953,1.03741,1.04294,1.05112,1.04767,1.0515,1.05922,1.07405,1.06691,1.06971
0.757576,0,0.00862077,0.0190389,0.0291847,0.0395179,0.0490459,0.0587935,0.0676338,0.0787706,0.0871786,0.099174,0.108258,0.11976,0.132906,0.145313,0.153802,0.163975,0.176316,0.18867,0.2034,0.216793,0.227096,0.239104,0.252048,0.262475,0.27158,0.286589,0.298152,0.309862,0.32104,0.333679,0.346133,0.360782,0.375858,0.395033,0.405717,0.419357,0.432325,0.449379,0.462955,0.478015,0.491671,0.503634,0.516947,0.528561,0.543933,0.566453,0.581509,0.599953,0.621332,0.636754,0.657685,0.674455,0.689191,0.704375,0.721358,0.734724,0.749999,0.772502,0.787604,0.807141,0.830822,0.847371,0.870618,0.888658,0.911658,0.923905,0.934214,0.944479,0.960787,0.979084,0.992839,1.0097,1.03983,1.06447,1.09294,1.08445,1.08012,1.07846,1.08647,1.08361,1.08038,1.06185,1.06475,1.06421,1.06512,1.06083,1.06461,1.05353,1.04796,1.05651,1.06583,1.07201,1.0785,1.07593,1.08089,1.08935,1.10493,1.09955,1.10205
0.767677,0,0.00847562,0.018802,0.0289578,0.0395364,0.0489909,0.0586395,0.0672112,0.0785201,0.0869804,0.0989255,0.107996,0.119614,0.132472,0.144475,0.153106,0.163189,0.175414,0.187923,0.202669,0.215897,0.225898,0.237597,0.250484,0.260643,0.269746,0.284519,0.296114,0.307924,0.318981,0.331253,0.343349,0.357909,0.372942,0.391724,0.402142,0.415655,0.428748,0.445982,0.459133,0.47422,0.488146,0.500055,0.513185,0.524585,0.540388,0.563593,0.578607,0.597851,0.619019,0.634227,0.655356,0.67168,0.686368,0.70105,0.717867,0.731249,0.746831,0.769445,0.785234,0.804214,0.827498,0.843583,0.866988,0.884484,0.907234,0.918789,0.928391,0.938636,0.953836,0.972907,0.986767,1.00254,1.03265,1.05673,1.08445,1.09642,1.09238,1.09061,1.09799,1.09501,1.09269,1.07354,1.07683,1.07583,1.07661,1.07185,1.07694,1.06667,1.0621,1.07027,1.07894,1.08513,1.0927,1.09055,1.09591,1.10456,1.11989,1.11409,1.11779
0.777778,0,0.0087383,0.0190403,0.0291255,0.0398179,0.0490922,0.0585039,0.0670336,0.0784376,0.0871112,0.0986706,0.107983,0.119567,0.13212,0.144012,0.152872,0.162779,0.175309,0.187545,0.20209,0.215242,0.225244,0.236888,0.249599,0.259804,0.268794,0.283557,0.294795,0.306755,0.317322,0.330059,0.342068,0.356975,0.372087,0.39087,0.401233,0.414407,0.427458,0.443968,0.456949,0.471998,0.486327,0.498239,0.510996,0.521949,0.538056,0.561516,0.576718,0.596579,0.61755,0.632217,0.653135,0.669322,0.684717,0.69968,0.716097,0.729519,0.744463,0.767396,0.783307,0.801968,0.825341,0.840842,0.865192,0.882458,0.904955,0.91617,0.925672,0.936447,0.952095,0.970143,0.98346,0.999252,1.02945,1.05262,1.08012,1.09238,1.10896,1.10683,1.11538,1.11325,1.10993,1.08914,1.09284,1.09261,1.0934,1.08702,1.09246,1.08234,1.07805,1.086,1.09608,1.10129,1.10881,1.10432,1.10936,1.11786,1.13434,1.12945,1.13281
0.787879,0,0.00883427,0.018933,0.0289805,0.0396927,0.0488014,0.0584089,0.066797,0.0782617,0.0871367,0.098801,0.108023,0.119488,0.132008,0.143579,0.152686,0.162848,0.175493,0.187681,0.202067,0.214879,0.225006,0.236397,0.249444,0.259713,0.268223,0.282662,0.294141,0.305612,0.316356,0.32919,0.341007,0.356156,0.370946,0.389339,0.40014,0.413688,0.427143,0.443282,0.456387,0.471319,0.485424,0.497063,0.509713,0.520827,0.536617,0.560107,0.575225,0.595003,0.615801,0.631118,0.652069,0.668122,0.683864,0.69926,0.715229,0.727996,0.743407,0.766773,0.782313,0.800633,0.824266,0.840078,0.865053,0.882699,0.905366,0.916129,0.925753,0.937108,0.952496,0.970329,0.982743,0.998429,1.02878,1.05167,1.07846,1.09061,1.10683,1.12571,1.13427,1.13173,1.1287,1.10641,1.10896,1.10962,1.11177,1.10445,1.10961,1.09914,1.09463,1.10439,1.11455,1.11988,1.12827,1.12387,1.12799,1.13747,1.15232,1.14789,1.15124
0.79798,0,0.00923452,0.0194576,0.0296588,0.0401891,0.0493144,0.0588668,0.067335,0.0788736,0.0876501,0.099301,0.108503,0.119673,0.131972,0.143633,0.152951,0.163008,0.175541,0.187685,0.202381,0.215046,0.224975,0.236281,0.249133,0.259602,0.268294,0.282492,0.29406,0.305453,0.31648,0.329132,0.340635,0.35547,0.370308,0.388971,0.399709,0.412672,0.426376,0.442673,0.456111,0.472427,0.487026,0.499012,0.5115,0.522098,0.538358,0.561674,0.576853,0.597425,0.618791,0.634595,0.655486,0.670621,0.685416,0.700877,0.717439,0.730833,0.74574,0.769838,0.784844,0.80336,0.827291,0.842807,0.868344,0.885358,0.908003,0.919977,0.930422,0.942613,0.958341,0.977005,0.990026,1.0058,1.03641,1.0598,1.08647,1.09799,1.11538,1.13427,1.16379,1.16086,1.15796,1.13387,1.13542,1.13578,1.13855,1.1315,1.13701,1.1265,1.1236,1.13363,1.14431,1.15025,1.15853,1.15333,1.15672,1.16703,1.18178,1.17736,1.17983
0.808081,0,0.0091751,0.0193232,0.02955,0.0399333,0.0488973,0.0585229,0.0669954,0.0784041,0.0870994,0.0984522,0.108109,0.119366,0.131427,0.142855,0.151864,0.161968,0.174564,0.186934,0.201192,0.213661,0.223756,0.235189,0.247891,0.258649,0.267221,0.281253,0.293245,0.304887,0.315535,0.328662,0.340087,0.354799,0.370144,0.389104,0.399909,0.4128,0.426413,0.442516,0.455949,0.472364,0.487263,0.499808,0.512245,0.522642,0.538449,0.562442,0.577199,0.597709,0.619144,0.634301,0.654871,0.670025,0.684579,0.699321,0.716104,0.730091,0.745463,0.770308,0.784916,0.803295,0.826466,0.841942,0.866926,0.883253,0.90667,0.917961,0.928329,0.941198,0.955672,0.97405,0.986128,1.00252,1.03362,1.05711,1.08361,1.09501,1.11325,1.13173,1.16086,1.17895,1.1751,1.15049,1.15146,1.15233,1.15497,1.14755,1.15257,1.14238,1.13916,1.14918,1.16062,1.16733,1.17538,1.17078,1.17516,1.18672,1.20115,1.19706,1.19908
0.818182,0,0.00909554,0.0190512,0.0294421,0.0394104,0.0481767,0.0578427,0.0663162,0.077712,0.0861411,0.0976091,0.107039,0.118002,0.130183,0.14165,0.15065,0.160773,0.173303,0.185343,0.199588,0.212347,0.222233,0.233688,0.246298,0.256547,0.265256,0.279297,0.291643,0.303635,0.313981,0.327495,0.338649,0.353592,0.368624,0.388234,0.399408,0.41259,0.426039,0.442137,0.455867,0.472064,0.486604,0.499384,0.51136,0.521359,0.536903,0.56073,0.575488,0.595467,0.617005,0.632311,0.652749,0.669089,0.683349,0.698287,0.715026,0.728527,0.744719,0.769969,0.784326,0.802756,0.825912,0.841346,0.865794,0.882248,0.90569,0.916432,0.926422,0.939663,0.954474,0.973043,0.984792,1.00044,1.03148,1.05485,1.08038,1.09269,1.10993,1.1287,1.15796,1.1751,1.19321,1.16912,1.1714,1.17096,1.17376,1.16621,1.16996,1.16066,1.15788,1.16951,1.18145,1.18889,1.19729,1.193,1.1979,1.20926,1.2243,1.21975,1.22066
0.828283,0,0.00862525,0.0188901,0.029432,0.0392978,0.0480277,0.0575684,0.0662042,0.0772991,0.0857692,0.097017,0.106135,0.117085,0.129414,0.140396,0.149075,0.159174,0.171615,0.183605,0.197616,0.210148,0.219767,0.23138,0.243851,0.253774,0.262807,0.276857,0.289805,0.302007,0.311777,0.324882,0.336007,0.351081,0.365866,0.385273,0.396368,0.409904,0.423018,0.438925,0.45273,0.468907,0.482833,0.495991,0.507735,0.517944,0.532713,0.556531,0.571202,0.590272,0.611238,0.625519,0.646048,0.661598,0.675558,0.690728,0.707447,0.719906,0.735251,0.759975,0.773866,0.792488,0.814946,0.830074,0.853115,0.868558,0.890624,0.902245,0.912694,0.924749,0.940372,0.958122,0.969091,0.985181,1.01382,1.03542,1.06185,1.07354,1.08914,1.10641,1.13387,1.15049,1.16912,1.16971,1.17108,1.17045,1.17371,1.1671,1.17037,1.15987,1.15827,1.1708,1.18379,1.19235,1.19831,1.19411,1.20144,1.21119,1.22589,1.22214,1.22156
0.838384,0,0.00858254,0.0188664,0.0294513,0.0391358,0.0478552,0.0574737,0.0657262,0.0769635,0.0853108,0.0963929,0.105594,0.1166,0.129119,0.139945,0.148767,0.158948,0.171856,0.18423,0.19843,0.211023,0.220832,0.232492,0.245564,0.255826,0.264877,0.278677,0.291751,0.303828,0.314068,0.327418,0.338699,0.353528,0.367983,0.387519,0.398633,0.412949,0.42618,0.442817,0.455984,0.472143,0.48617,0.499898,0.511335,0.521102,0.535334,0.560239,0.57505,0.593424,0.614652,0.629183,0.64956,0.665715,0.678822,0.694729,0.711294,0.723667,0.738947,0.763159,0.777807,0.795903,0.819062,0.834126,0.857189,0.873603,0.896098,0.905291,0.916268,0.927634,0.942843,0.960254,0.971817,0.987965,1.01704,1.03799,1.06475,1.07683,1.09284,1.10896,1.13542,1.15146,1.1714,1.17108,1.19379,1.19214,1.19349,1.1866,1.19097,1.18076,1.18047,1.19316,1.20688,1.21601,1.22126,1.21668,1.22438,1.23415,1.24994,1.2464,1.24653
0.848485,0,0.00846847,0.0188751,0.0293155,0.039017,0.0477839,0.0573716,0.0656738,0.0767649,0.0853821,0.0964631,0.105893,0.116846,0.129139,0.13973,0.148902,0.158778,0.171608,0.183956,0.198227,0.210921,0.220328,0.231993,0.245016,0.255179,0.263945,0.277287,0.29024,0.302327,0.312557,0.326395,0.337571,0.35216,0.36671,0.386047,0.396982,0.410972,0.424457,0.441281,0.45415,0.470527,0.484259,0.497477,0.509068,0.518973,0.534202,0.559035,0.573722,0.592769,0.614048,0.628268,0.64812,0.663988,0.67762,0.693465,0.710109,0.72272,0.737939,0.762388,0.776927,0.79459,0.817929,0.833287,0.856014,0.872292,0.894789,0.905082,0.916002,0.927724,0.941766,0.959258,0.970858,0.987367,1.01745,1.0376,1.06421,1.07583,1.09261,1.10962,1.13578,1.15233,1.17096,1.17045,1.19214,1.21191,1.21373,1.20503,1.20856,1.1975,1.19708,1.21073,1.22647,1.2358,1.24092,1.23724,1.24466,1.2553,1.27055,1.26765,1.26948
0.858586,0,0.00838312,0.0187872,0.028901,0.0386233,0.0471313,0.056814,0.0650801,0.0760378,0.084938,0.0964249,0.106009,0.116711,0.128759,0.139427,0.148842,0.158609,0.171371,0.183671,0.197892,0.210403,0.220152,0.231902,0.24472,0.25483,0.263778,0.277085,0.290039,0.302461,0.312406,0.326063,0.337119,0.352265,0.367006,0.38679,0.397843,0.411777,0.425467,0.442248,0.4553,0.471756,0.485078,0.498372,0.509505,0.519318,0.534754,0.559476,0.574435,0.594458,0.615361,0.629759,0.649783,0.665381,0.67853,0.694439,0.710969,0.722115,0.738399,0.762811,0.77746,0.795027,0.817991,0.832926,0.855611,0.872096,0.894975,0.905974,0.916973,0.928215,0.942669,0.959696,0.971011,0.987116,1.01797,1.0386,1.06512,1.07661,1.0934,1.11177,1.13855,1.15497,1.17376,1.17371,1.19349,1.21373,1.23807,1.22863,1.23226,1.22024,1.21883,1.23166,1.24853,1.25763,1.26201,1.25902,1.26645,1.27717,1.29221,1.28886,1.28983
0.868687,0,0.00814588,0.0184962,0.0286588,0.0385065,0.0469563,0.0570433,0.0651842,0.0760027,0.0847511,0.0962433,0.105613,0.11654,0.128344,0.139158,0.148403,0.158219,0.170942,0.183056,0.197026,0.209699,0.219716,0.230911,0.243251,0.253537,0.262051,0.275394,0.289008,0.301085,0.31131,0.324719,0.336396,0.352228,0.366993,0.387151,0.398518,0.412271,0.425537,0.441881,0.455231,0.471174,0.485195,0.498716,0.509828,0.519453,0.533831,0.557862,0.572276,0.591768,0.613344,0.628113,0.647539,0.662671,0.675826,0.69137,0.708068,0.719022,0.734539,0.758668,0.773279,0.790581,0.813839,0.828801,0.851182,0.867306,0.890599,0.90119,0.911933,0.922547,0.93678,0.955076,0.96661,0.983155,1.01366,1.03396,1.06083,1.07185,1.08702,1.10445,1.1315,1.14755,1.16621,1.1671,1.1866,1.20503,1.22863,1.24207,1.24615,1.23483,1.23218,1.24617,1.26143,1.27077,1.27401,1.271,1.27892,1.29099,1.3058,1.30254,1.30281
0.878788,0,0.00830299,0.0185447,0.0290522,0.0388868,0.0473899,0.0577277,0.066028,0.0769537,0.0857222,0.0972306,0.106588,0.117531,0.129524,0.140164,0.149169,0.158821,0.172054,0.184364,0.198472,0.211298,0.221483,0.232741,0.244602,0.254972,0.263381,0.2766,0.289772,0.301875,0.312074,0.325144,0.336829,0.353134,0.367795,0.387984,0.39964,0.413366,0.42649,0.442895,0.456152,0.471953,0.486489,0.499743,0.511259,0.52201,0.536231,0.559753,0.574603,0.59446,0.6159,0.630629,0.650195,0.664678,0.677867,0.692928,0.709724,0.72057,0.735939,0.760192,0.775431,0.792863,0.815916,0.831051,0.854295,0.870138,0.892942,0.904068,0.91397,0.924545,0.939524,0.956969,0.969319,0.986886,1.01737,1.03774,1.06461,1.07694,1.09246,1.10961,1.13701,1.15257,1.16996,1.17037,1.19097,1.20856,1.23226,1.24615,1.27291,1.2621,1.26117,1.27692,1.29164,1.30051,1.30273,1.29917,1.30675,1.31906,1.33259,1.32926,1.33064
0.888889,0,0.00819795,0.0183815,0.0289871,0.0387394,0.0470901,0.0573893,0.0655428,0.076355,0.0850025,0.0963331,0.105687,0.11664,0.128535,0.138982,0.14756,0.157432,0.170339,0.182859,0.197133,0.209986,0.22042,0.231535,0.243277,0.253813,0.262081,0.275249,0.288213,0.300566,0.310951,0.323706,0.335301,0.351187,0.365817,0.385839,0.397404,0.41139,0.42432,0.440082,0.453348,0.468876,0.483483,0.496394,0.508061,0.519557,0.533772,0.557427,0.571524,0.59166,0.612817,0.62686,0.646422,0.660459,0.673233,0.687962,0.704267,0.715334,0.73095,0.756101,0.771398,0.788845,0.810916,0.82487,0.847773,0.863185,0.886199,0.896261,0.905473,0.916587,0.931911,0.94882,0.960745,0.977649,1.00752,1.02776,1.05353,1.06667,1.08234,1.09914,1.1265,1.14238,1.16066,1.15987,1.18076,1.1975,1.22024,1.23483,1.2621,1.2722,1.27109,1.28652,1.3009,1.30923,1.31148,1.30865,1.31559,1.32811,1.34146,1.33801,1.33914
0.89899,0,0.00818834,0.0182381,0.0291233,0.038881,0.0471938,0.0572392,0.0652828,0.0759617,0.0846315,0.0956097,0.104813,0.115666,0.127579,0.137781,0.145994,0.155806,0.16878,0.181508,0.195803,0.208404,0.218817,0.230243,0.241824,0.252004,0.260615,0.273616,0.286711,0.299265,0.309437,0.322143,0.333607,0.349446,0.363131,0.382454,0.393273,0.407822,0.4207,0.437027,0.449753,0.465713,0.480546,0.493612,0.505294,0.516103,0.530257,0.5537,0.567888,0.58834,0.609222,0.622635,0.642805,0.656621,0.66841,0.684004,0.700915,0.711707,0.728198,0.752483,0.768457,0.785459,0.808604,0.822341,0.844436,0.859502,0.88133,0.89194,0.901156,0.912228,0.927123,0.943669,0.955979,0.973364,1.00192,1.02197,1.04796,1.0621,1.07805,1.09463,1.1236,1.13916,1.15788,1.15827,1.18047,1.19708,1.21883,1.23218,1.26117,1.27109,1.29557,1.31165,1.32583,1.33498,1.33571,1.33363,1.34212,1.35476,1.3669,1.36522,1.36614
0.909091,0,0.00839962,0.0184298,0.0290965,0.0389979,0.0474879,0.0577011,0.065707,0.0764019,0.0853082,0.0963109,0.105767,0.116931,0.128611,0.138935,0.147244,0.157377,0.170682,0.183653,0.198242,0.210949,0.221616,0.233227,0.244655,0.254951,0.263698,0.276629,0.290699,0.303374,0.313688,0.326564,0.337702,0.35372,0.366733,0.385727,0.397384,0.412208,0.425563,0.442753,0.455166,0.471243,0.486407,0.499162,0.511601,0.521849,0.535552,0.558804,0.573451,0.592916,0.613877,0.627757,0.648505,0.662579,0.674133,0.690536,0.707345,0.717653,0.734226,0.759518,0.775476,0.791964,0.815546,0.830041,0.852821,0.868119,0.889942,0.900544,0.909416,0.920332,0.93573,0.951193,0.961874,0.979396,1.00884,1.02953,1.05651,1.07027,1.086,1.10439,1.13363,1.14918,1.16951,1.1708,1.19316,1.21073,1.23166,1.24617,1.27692,1.28652,1.31165,1.35609,1.36997,1.38048,1.37945,1.3805,1.3921,1.40743,1.41866,1.41756,1.41836
0.919192,0,0.00853969,0.0188134,0.0293691,0.0394195,0.0480793,0.0581464,0.0663612,0.0769423,0.0865552,0.0974972,0.107014,0.11835,0.129878,0.140519,0.148806,0.158881,0.172098,0.184697,0.199031,0.211809,0.222675,0.234382,0.246044,0.256563,0.265366,0.278278,0.29257,0.305484,0.316029,0.329147,0.340441,0.356874,0.369885,0.389851,0.402487,0.416654,0.429113,0.446466,0.459495,0.476154,0.490705,0.504301,0.517409,0.52787,0.541641,0.5651,0.579825,0.599228,0.620096,0.634548,0.655948,0.670046,0.681007,0.69865,0.715802,0.725733,0.743216,0.768834,0.785335,0.80108,0.824597,0.83829,0.861344,0.876593,0.899332,0.910186,0.919269,0.930347,0.94477,0.959126,0.969594,0.986246,1.01662,1.03741,1.06583,1.07894,1.09608,1.11455,1.14431,1.16062,1.18145,1.18379,1.20688,1.22647,1.24853,1.26143,1.29164,1.3009,1.32583,1.36997,1.40947,1.41917,1.41641,1.41631,1.42754,1.44404,1.45811,1.45921,1.46051
0.929293,0,0.00836947,0.01846,0.0292638,0.0390393,0.047651,0.0578862,0.0662703,0.0768891,0.0865449,0.0973534,0.106921,0.118292,0.130057,0.140629,0.148838,0.158818,0.172189,0.18502,0.199707,0.212571,0.223839,0.235752,0.2475,0.258263,0.266956,0.279879,0.294497,0.307575,0.318749,0.331938,0.342938,0.35908,0.372307,0.392219,0.404868,0.419691,0.431866,0.449628,0.462345,0.478948,0.493573,0.507081,0.520326,0.530281,0.543918,0.567351,0.582096,0.601479,0.622403,0.637178,0.65868,0.672875,0.684736,0.703507,0.720349,0.729949,0.747656,0.773376,0.789244,0.805659,0.829377,0.84335,0.866582,0.882438,0.90503,0.91591,0.925286,0.936091,0.95036,0.965446,0.974874,0.991919,1.02202,1.04294,1.07201,1.08513,1.10129,1.11988,1.15025,1.16733,1.18889,1.19235,1.21601,1.2358,1.25763,1.27077,1.30051,1.30923,1.33498,1.38048,1.41917,1.45045,1.4475,1.44838,1.46031,1.4762,1.49041,1.49035,1.49037
0.939394,0,0.00841143,0.0186911,0.0294216,0.0392533,0.0478487,0.0578835,0.0663074,0.0770906,0.0868614,0.0976766,0.106832,0.118212,0.130286,0.140742,0.149028,0.159233,0.172835,0.185698,0.200054,0.21301,0.224356,0.236026,0.247139,0.257673,0.266562,0.279231,0.293183,0.306239,0.317568,0.330518,0.341648,0.357605,0.37136,0.390678,0.402941,0.417604,0.430341,0.448311,0.461173,0.477814,0.492433,0.505815,0.518877,0.528477,0.54204,0.565928,0.581754,0.602296,0.624375,0.639884,0.661306,0.676418,0.68851,0.707447,0.724434,0.734093,0.751631,0.777149,0.792231,0.808844,0.833105,0.848047,0.872307,0.888021,0.910888,0.920959,0.930642,0.94249,0.955738,0.972917,0.982988,0.999731,1.03039,1.05112,1.0785,1.0927,1.10881,1.12827,1.15853,1.17538,1.19729,1.19831,1.22126,1.24092,1.26201,1.27401,1.30273,1.31148,1.33571,1.37945,1.41641,1.4475,1.47209,1.47299,1.48186,1.49732,1.51119,1.50948,1.51087
0.949495,0,0.00840248,0.0186866,0.029506,0.0391522,0.0478545,0.0574233,0.0660361,0.0763311,0.0859895,0.0969408,0.106067,0.117375,0.129554,0.139927,0.148149,0.158472,0.172051,0.184842,0.199101,0.211846,0.223175,0.235059,0.245581,0.256192,0.265215,0.277521,0.291822,0.304631,0.316255,0.329189,0.340172,0.356051,0.369577,0.387991,0.40048,0.415072,0.427694,0.446261,0.458727,0.475018,0.489926,0.503499,0.516681,0.526023,0.53937,0.562527,0.578592,0.598816,0.620074,0.636331,0.657129,0.672552,0.685304,0.705329,0.720931,0.730661,0.74787,0.773627,0.789135,0.805927,0.829537,0.844572,0.867322,0.88441,0.906818,0.91661,0.926683,0.938664,0.952588,0.969927,0.979614,0.995257,1.02637,1.04767,1.07593,1.09055,1.10432,1.12387,1.15333,1.17078,1.193,1.19411,1.21668,1.23724,1.25902,1.271,1.29917,1.30865,1.33363,1.3805,1.41631,1.44838,1.47299,1.49896,1.51031,1.52618,1.54018,1.53774,1.53944
0.959596,0,0.0081905,0.0184856,0.0294627,0.0389211,0.0477068,0.0568926,0.0658918,0.0763124,0.0859363,0.0966411,0.10561,0.117247,0.129387,0.139792,0.148392,0.158555,0.172284,0.185466,0.1999,0.21267,0.223672,0.235827,0.247064,0.25836,0.267264,0.279319,0.294348,0.306937,0.318407,0.331193,0.342477,0.35872,0.371886,0.390669,0.403058,0.418056,0.430752,0.449826,0.462498,0.47922,0.494079,0.508427,0.521825,0.531084,0.543748,0.566872,0.581882,0.601122,0.621965,0.637026,0.658335,0.674206,0.686976,0.707533,0.723939,0.733896,0.751258,0.777711,0.794336,0.811384,0.834645,0.850396,0.872626,0.889962,0.91257,0.921359,0.931041,0.942947,0.955936,0.972972,0.981601,0.9985,1.0302,1.0515,1.08089,1.09591,1.10936,1.12799,1.15672,1.17516,1.1979,1.20144,1.22438,1.24466,1.26645,1.27892,1.30675,1.31559,1.34212,1.3921,1.42754,1.46031,1.48186,1.51031,1.54914,1.56591,1.58019,1.5813,1.58214
0.969697,0,0.00817877,0.0181925,0.0289344,0.0384342,0.0472856,0.0566555,0.0660276,0.0767086,0.0867054,0.0971221,0.105804,0.117212,0.129255,0.139527,0.148328,0.158681,0.172927,0.186434,0.201075,0.214355,0.225593,0.237725,0.249143,0.260726,0.269335,0.281303,0.297145,0.309753,0.321537,0.33506,0.346499,0.363113,0.375537,0.394037,0.406611,0.421816,0.434563,0.454028,0.467015,0.484191,0.499497,0.513996,0.527812,0.536678,0.549672,0.573534,0.588688,0.608693,0.629263,0.644534,0.665562,0.681966,0.694713,0.715349,0.731984,0.742191,0.760226,0.787515,0.804769,0.82224,0.846304,0.861259,0.884593,0.901015,0.924172,0.931484,0.940523,0.95283,0.964178,0.981755,0.989548,1.00593,1.03826,1.05922,1.08935,1.10456,1.11786,1.13747,1.16703,1.18672,1.20926,1.21119,1.23415,1.2553,1.27717,1.29099,1.31906,1.32811,1.35476,1.40743,1.44404,1.4762,1.49732,1.52618,1.56591,1.60959,1.62418,1.62754,1.62875
0.979798,0,0.00834429,0.0184576,0.0294217,0.038822,0.0477925,0.0571472,0.0666926,0.0773875,0.0874972,0.0976965,0.106848,0.118097,0.130275,0.140504,0.149263,0.159545,0.173888,0.187148,0.201676,0.215059,0.226353,0.238605,0.249808,0.262062,0.270913,0.282991,0.299155,0.312283,0.323694,0.337417,0.349079,0.365697,0.378511,0.397782,0.410621,0.426266,0.439293,0.459635,0.473024,0.490195,0.505478,0.519933,0.533554,0.541853,0.555001,0.579326,0.594044,0.614294,0.635768,0.652026,0.673234,0.689509,0.702525,0.724001,0.741595,0.753391,0.771505,0.798464,0.81616,0.834406,0.858862,0.874939,0.897929,0.914134,0.937875,0.945301,0.954418,0.96714,0.978098,0.996941,1.00479,1.02009,1.05339,1.07405,1.10493,1.11989,1.13434,1.15232,1.18178,1.20115,1.2243,1.22589,1.24994,1.27055,1.29221,1.3058,1.33259,1.34146,1.3669,1.41866,1.45811,1.49041,1.51119,1.54018,1.58019,1.62418,1.66404,1.66715,1.66923
