t,Cov0,Cov1,Cov2,Cov3,Cov4,Cov5,Cov6,Cov7,Cov8,Cov9,Cov10,Cov11,Cov12,Cov13,Cov14,Cov15,Cov16,Cov17,Cov18,Cov19,Cov20,Cov21,Cov22,Cov23,Cov24,Cov25,Cov26,Cov27,Cov28,Cov29,Cov30,Cov31,Cov32,Cov33,Cov34,Cov35,Cov36,Cov37,Cov38,Cov39,Cov40,Cov41,Cov42,Cov43,Cov44,Cov45,Cov46,Cov47,Cov48,Cov49,Cov50,Cov51,Cov52,Cov53,Cov54,Cov55,Cov56,Cov57,Cov58,Cov59,Cov60,Cov61,Cov62,Cov63,Cov64,Cov65,Cov66,Cov67,Cov68,Cov69,Cov70,Cov71,Cov72,Cov73,Cov74,Cov75,Cov76,Cov77,Cov78,Cov79,Cov80,Cov81,Cov82,Cov83,Cov84,Cov85,Cov86,Cov87,Cov88,Cov89,Cov90,Cov91,Cov92,Cov93,Cov94,Cov95,Cov96,Cov97,Cov98,Cov99
0.20202,0,0.00985893,0.0203058,0.0301571,0.0408981,0.0515503,0.0614059,0.0718256,0.0819792,0.0926402,0.103099,0.113874,0.125094,0.137062,0.147887,0.15984,0.171604,0.182991,0.194182,0.206941,0.219619,0.218445,0.21907,0.219485,0.218025,0.217648,0.219116,0.218528,0.218052,0.217113,0.217377,0.216583,0.216906,0.218547,0.219477,0.218739,0.218285,0.217358,0.218436,0.217629,0.217902,0.217726,0.217078,0.216767,0.216733,0.217908,0.219559,0.218869,0.218819,0.218581,0.218599,0.218332,0.218731,0.218224,0.217038,0.217197,0.215973,0.216994,0.219633,0.219237,0.22002,0.221356,0.220367,0.220521,0.220196,0.219732,0.218908,0.217834,0.216699,0.216328,0.215349,0.214055,0.213844,0.215111,0.216439,0.216793,0.215897,0.215242,0.214879,0.215046,0.213661,0.212347,0.210148,0.211023,0.210921,0.210403,0.209699,0.211298,0.209986,0.208404,0.210949,0.211809,0.212571,0.21301,0.211846,0.21267,0.214355,0.215059,0.213099,0.213217
0.212121,0,0.00994448,0.0203099,0.0302797,0.0409241,0.0515045,0.061137,0.0713386,0.0815207,0.0921065,0.102315,0.11322,0.124427,0.136144,0.147083,0.15878,0.170377,0.181682,0.192898,0.20555,0.218445,0.229739,0.230428,0.230853,0.229111,0.228663,0.230052,0.229515,0.229227,0.228227,0.228192,0.227383,0.227801,0.229739,0.230371,0.22954,0.229449,0.228262,0.229076,0.228233,0.22849,0.228314,0.227626,0.226908,0.226752,0.228032,0.229615,0.22884,0.228923,0.228854,0.229079,0.229189,0.22993,0.229657,0.228051,0.227875,0.226485,0.227704,0.229997,0.229362,0.229839,0.231155,0.230024,0.230198,0.230169,0.229513,0.228521,0.227395,0.226078,0.226019,0.225195,0.223906,0.223889,0.225333,0.226773,0.227096,0.225898,0.225244,0.225006,0.224975,0.223756,0.222233,0.219767,0.220832,0.220328,0.220152,0.219716,0.221483,0.22042,0.218817,0.221616,0.222675,0.223839,0.224356,0.223175,0.223672,0.225593,0.226353,0.224135,0.224421
0.222222,0,0.0102377,0.0206061,0.0307482,0.0413743,0.051994,0.0615738,0.0717862,0.0821245,0.0927531,0.103177,0.114024,0.125373,0.137077,0.148121,0.159698,0.171347,0.18259,0.194095,0.206255,0.21907,0.230428,0.243186,0.24354,0.241661,0.241174,0.242527,0.2419,0.241624,0.240635,0.240266,0.239394,0.239921,0.241817,0.242543,0.241641,0.241681,0.240391,0.241218,0.240428,0.24109,0.241007,0.240323,0.239788,0.239577,0.240582,0.24258,0.24179,0.241809,0.24159,0.24141,0.241397,0.242111,0.241615,0.23978,0.239608,0.238433,0.23987,0.242076,0.241315,0.241584,0.243022,0.242158,0.242155,0.241654,0.241246,0.240198,0.239235,0.237711,0.237655,0.236851,0.235505,0.235663,0.23696,0.238431,0.239104,0.237597,0.236888,0.236397,0.236281,0.235189,0.233688,0.23138,0.232492,0.231993,0.231902,0.230911,0.232741,0.231535,0.230243,0.233227,0.234382,0.235752,0.236026,0.235059,0.235827,0.237725,0.238605,0.236094,0.23612
0.232323,0,0.0101774,0.0207763,0.0309366,0.0415949,0.052197,0.0617641,0.0719478,0.0822394,0.0929085,0.103476,0.114232,0.125657,0.137413,0.148789,0.160348,0.172002,0.183089,0.194802,0.20699,0.219485,0.230853,0.24354,0.25665,0.254939,0.254127,0.255287,0.255101,0.255058,0.253969,0.253408,0.252413,0.252756,0.254718,0.255843,0.254764,0.25478,0.253238,0.254031,0.253125,0.253586,0.253446,0.25273,0.252368,0.252472,0.253255,0.255731,0.254999,0.255236,0.254644,0.254478,0.254785,0.255752,0.255312,0.253117,0.252546,0.251005,0.252347,0.254681,0.253798,0.2545,0.255887,0.255085,0.255353,0.255133,0.254934,0.253402,0.252726,0.25087,0.250706,0.249622,0.248228,0.248322,0.249662,0.25119,0.252048,0.250484,0.249599,0.249444,0.249133,0.247891,0.246298,0.243851,0.245564,0.245016,0.24472,0.243251,0.244602,0.243277,0.241824,0.244655,0.246044,0.2475,0.247139,0.245581,0.247064,0.249143,0.249808,0.247997,0.247738
0.242424,0,0.0101189,0.0205352,0.0305106,0.0412421,0.0516132,0.0610229,0.07112,0.0813255,0.0918809,0.102511,0.113175,0.124514,0.136575,0.148097,0.159414,0.170702,0.181695,0.193411,0.205554,0.218025,0.229111,0.241661,0.254939,0.266328,0.265351,0.266358,0.266429,0.266232,0.265052,0.264486,0.263553,0.263803,0.265843,0.267178,0.266338,0.266707,0.264834,0.265764,0.26487,0.265364,0.265275,0.264557,0.264402,0.264275,0.265557,0.268037,0.267257,0.267658,0.266855,0.266308,0.266575,0.267308,0.266664,0.264493,0.263833,0.262211,0.263445,0.266003,0.265144,0.266201,0.267892,0.267036,0.267308,0.266773,0.26635,0.264762,0.263799,0.261533,0.260961,0.259857,0.258469,0.258323,0.259664,0.261239,0.262475,0.260643,0.259804,0.259713,0.259602,0.258649,0.256547,0.253774,0.255826,0.255179,0.25483,0.253537,0.254972,0.253813,0.252004,0.254951,0.256563,0.258263,0.257673,0.256192,0.25836,0.260726,0.262062,0.260858,0.26062
0.252525,0,0.0102809,0.0205638,0.0306786,0.0414011,0.0516752,0.0612183,0.0713456,0.0817881,0.0923294,0.102684,0.113206,0.124789,0.136535,0.148084,0.159163,0.170455,0.181584,0.193308,0.205339,0.217648,0.228663,0.241174,0.254127,0.265351,0.277378,0.278543,0.278585,0.278121,0.27665,0.276215,0.275323,0.275617,0.277359,0.278404,0.277606,0.277846,0.275898,0.277028,0.276034,0.276455,0.276658,0.27604,0.275697,0.275664,0.277098,0.279418,0.277906,0.278504,0.277836,0.277122,0.276671,0.277198,0.276237,0.274112,0.273556,0.271906,0.273232,0.275533,0.27459,0.275576,0.277553,0.276829,0.27722,0.276349,0.275681,0.274097,0.273193,0.270938,0.270732,0.269615,0.268155,0.267711,0.268916,0.270347,0.27158,0.269746,0.268794,0.268223,0.268294,0.267221,0.265256,0.262807,0.264877,0.263945,0.263778,0.262051,0.263381,0.262081,0.260615,0.263698,0.265366,0.266956,0.266562,0.265215,0.267264,0.269335,0.270913,0.269847,0.269452
0.262626,0,0.0102549,0.020541,0.0307658,0.0414903,0.051656,0.0612908,0.0713273,0.0820325,0.0927532,0.103287,0.113742,0.125435,0.137324,0.149066,0.160198,0.171577,0.182888,0.194755,0.206553,0.219116,0.230052,0.242527,0.255287,0.266358,0.278543,0.292885,0.292745,0.292278,0.290756,0.290123,0.289377,0.289739,0.291341,0.292444,0.29141,0.2915,0.289192,0.290199,0.289437,0.289713,0.28966,0.289209,0.289177,0.289298,0.290896,0.293754,0.292169,0.292631,0.292056,0.291021,0.290689,0.291237,0.290126,0.287948,0.287395,0.28566,0.286963,0.288843,0.287616,0.289344,0.290979,0.29048,0.290853,0.289914,0.289398,0.287976,0.286891,0.284866,0.285016,0.283776,0.282132,0.282047,0.283542,0.284941,0.286589,0.284519,0.283557,0.282662,0.282492,0.281253,0.279297,0.276857,0.278677,0.277287,0.277085,0.275394,0.2766,0.275249,0.273616,0.276629,0.278278,0.279879,0.279231,0.277521,0.279319,0.281303,0.282991,0.281271,0.280678
0.272727,0,0.0100219,0.0204445,0.0306383,0.0412927,0.0514602,0.0613164,0.0715731,0.0822444,0.0930593,0.103435,0.113862,0.125383,0.137046,0.148842,0.160025,0.171512,0.18281,0.194528,0.206393,0.218528,0.229515,0.2419,0.255101,0.266429,0.278585,0.292745,0.30609,0.305818,0.304029,0.30365,0.302891,0.303699,0.305183,0.306292,0.305401,0.305585,0.302959,0.303738,0.302855,0.302984,0.30297,0.303105,0.303358,0.303391,0.304593,0.307518,0.305858,0.306341,0.305449,0.304268,0.304189,0.304127,0.303431,0.30146,0.300723,0.299027,0.300341,0.302154,0.300768,0.302353,0.304102,0.303196,0.303789,0.302661,0.302191,0.30046,0.299117,0.297076,0.297322,0.296315,0.294238,0.293741,0.295256,0.296435,0.298152,0.296114,0.294795,0.294141,0.29406,0.293245,0.291643,0.289805,0.291751,0.29024,0.290039,0.289008,0.289772,0.288213,0.286711,0.290699,0.29257,0.294497,0.293183,0.291822,0.294348,0.297145,0.299155,0.297947,0.297559
0.282828,0,0.00989536,0.0203187,0.0307004,0.0414072,0.0515964,0.0614526,0.0717382,0.0823166,0.0927365,0.103165,0.113608,0.125101,0.136785,0.148254,0.159142,0.170703,0.182117,0.193894,0.205749,0.218052,0.229227,0.241624,0.255058,0.266232,0.278121,0.292278,0.305818,0.318306,0.315975,0.315399,0.314522,0.315333,0.316718,0.317786,0.316768,0.316765,0.313762,0.314108,0.313597,0.313751,0.313868,0.313759,0.314313,0.314422,0.315617,0.318578,0.316742,0.317286,0.316544,0.315365,0.315502,0.315368,0.314618,0.312554,0.311526,0.309665,0.310902,0.312612,0.31152,0.313286,0.315471,0.314168,0.31517,0.313855,0.313671,0.311715,0.310472,0.308216,0.308286,0.307519,0.305427,0.305102,0.30689,0.307824,0.309862,0.307924,0.306755,0.305612,0.305453,0.304887,0.303635,0.302007,0.303828,0.302327,0.302461,0.301085,0.301875,0.300566,0.299265,0.303374,0.305484,0.307575,0.306239,0.304631,0.306937,0.309753,0.312283,0.311828,0.311489
0.292929,0,0.00982738,0.0203762,0.030493,0.0411086,0.0510677,0.0607103,0.0708778,0.0813629,0.0919125,0.102513,0.112881,0.124578,0.136409,0.147554,0.158233,0.169967,0.181148,0.192745,0.204555,0.217113,0.228227,0.240635,0.253969,0.265052,0.27665,0.290756,0.304029,0.315975,0.327148,0.32651,0.325788,0.326248,0.327379,0.328131,0.327008,0.327283,0.324645,0.325043,0.324319,0.324613,0.324593,0.324387,0.324951,0.32498,0.325738,0.328949,0.326948,0.327507,0.327015,0.326057,0.326232,0.326059,0.324833,0.322737,0.321946,0.320381,0.321641,0.323638,0.322707,0.324094,0.326472,0.324902,0.3261,0.324866,0.325058,0.322863,0.321774,0.319384,0.318969,0.317707,0.315588,0.315416,0.31758,0.31864,0.32104,0.318981,0.317322,0.316356,0.31648,0.315535,0.313981,0.311777,0.314068,0.312557,0.312406,0.31131,0.312074,0.310951,0.309437,0.313688,0.316029,0.318749,0.317568,0.316255,0.318407,0.321537,0.323694,0.323143,0.323167
0.30303,0,0.00992019,0.0202652,0.0304408,0.0409402,0.0508792,0.0605621,0.070691,0.0815414,0.0920192,0.102472,0.112996,0.124886,0.136772,0.148098,0.158863,0.170628,0.181518,0.193107,0.20498,0.217377,0.228192,0.240266,0.253408,0.264486,0.276215,0.290123,0.30365,0.315399,0.32651,0.340067,0.339118,0.339216,0.340548,0.341222,0.339897,0.340721,0.338277,0.338506,0.338188,0.338466,0.338653,0.338607,0.33896,0.338916,0.339564,0.342788,0.340548,0.340926,0.340488,0.339965,0.340183,0.340192,0.338616,0.336775,0.335788,0.334223,0.334952,0.337073,0.336229,0.337598,0.339865,0.338454,0.339576,0.338526,0.338261,0.335935,0.334646,0.332433,0.331875,0.330714,0.328215,0.327764,0.33034,0.331235,0.333679,0.331253,0.330059,0.32919,0.329132,0.328662,0.327495,0.324882,0.327418,0.326395,0.326063,0.324719,0.325144,0.323706,0.322143,0.326564,0.329147,0.331938,0.330518,0.329189,0.331193,0.33506,0.337417,0.337063,0.337389
0.313131,0,0.0100016,0.0204497,0.0305807,0.04098,0.0507851,0.0600246,0.0702024,0.0811164,0.0915606,0.101992,0.112357,0.124316,0.135899,0.147126,0.157591,0.169191,0.180048,0.191773,0.204006,0.216583,0.227383,0.239394,0.252413,0.263553,0.275323,0.289377,0.302891,0.314522,0.325788,0.339118,0.351201,0.351866,0.35342,0.353877,0.352633,0.353893,0.35093,0.351399,0.351079,0.350842,0.351108,0.351123,0.351584,0.351796,0.351959,0.355206,0.352592,0.353414,0.353051,0.35271,0.35297,0.353136,0.351537,0.350037,0.348979,0.347313,0.347311,0.349235,0.348382,0.34992,0.352246,0.350667,0.351907,0.350709,0.350544,0.348288,0.346733,0.344391,0.343566,0.3424,0.339612,0.339314,0.341916,0.343028,0.346133,0.343349,0.342068,0.341007,0.340635,0.340087,0.338649,0.336007,0.338699,0.337571,0.337119,0.336396,0.336829,0.335301,0.333607,0.337702,0.340441,0.342938,0.341648,0.340172,0.342477,0.346499,0.349079,0.349168,0.349476
0.323232,0,0.00988246,0.0204098,0.0302879,0.0406292,0.0504273,0.0595379,0.0697146,0.0807829,0.091234,0.101731,0.112124,0.124054,0.135418,0.146827,0.157537,0.169049,0.179875,0.191852,0.204226,0.216906,0.227801,0.239921,0.252756,0.263803,0.275617,0.289739,0.303699,0.315333,0.326248,0.339216,0.351866,0.365813,0.367287,0.368217,0.367045,0.368157,0.364905,0.365108,0.364565,0.364322,0.364546,0.36454,0.365157,0.365725,0.365969,0.369544,0.366891,0.36824,0.36735,0.367069,0.367259,0.367568,0.366212,0.364451,0.363082,0.361068,0.361158,0.363228,0.36232,0.363869,0.366297,0.364751,0.366554,0.365395,0.365593,0.362988,0.361409,0.359181,0.358468,0.357055,0.354405,0.354237,0.35673,0.357938,0.360782,0.357909,0.356975,0.356156,0.35547,0.354799,0.353592,0.351081,0.353528,0.35216,0.352265,0.352228,0.353134,0.351187,0.349446,0.35372,0.356874,0.35908,0.357605,0.356051,0.35872,0.363113,0.365697,0.365554,0.365669
0.333333,0,0.0099124,0.0204663,0.0305683,0.040957,0.050783,0.0597421,0.0698972,0.0808382,0.0910835,0.101814,0.112265,0.124233,0.135653,0.14733,0.158097,0.169683,0.180639,0.19269,0.205664,0.218547,0.229739,0.241817,0.254718,0.265843,0.277359,0.291341,0.305183,0.316718,0.327379,0.340548,0.35342,0.367287,0.382787,0.383856,0.382862,0.38374,0.380284,0.380585,0.380056,0.379883,0.380397,0.380091,0.380555,0.381103,0.381148,0.384888,0.381835,0.383519,0.38254,0.382681,0.382948,0.382886,0.381411,0.37939,0.377747,0.375224,0.375129,0.376646,0.376064,0.377359,0.379939,0.378133,0.379902,0.379099,0.379,0.37653,0.374584,0.372903,0.372122,0.370758,0.368316,0.368452,0.370982,0.372333,0.375858,0.372942,0.372087,0.370946,0.370308,0.370144,0.368624,0.365866,0.367983,0.36671,0.367006,0.366993,0.367795,0.365817,0.363131,0.366733,0.369885,0.372307,0.37136,0.369577,0.371886,0.375537,0.378511,0.378416,0.379115
0.343434,0,0.00978201,0.0204347,0.0306209,0.0411952,0.0510354,0.0602051,0.0705412,0.0814408,0.0918669,0.102653,0.113228,0.12503,0.136373,0.148113,0.158783,0.17033,0.181454,0.193467,0.206339,0.219477,0.230371,0.242543,0.255843,0.267178,0.278404,0.292444,0.306292,0.317786,0.328131,0.341222,0.353877,0.368217,0.383856,0.39953,0.398742,0.399644,0.396016,0.396165,0.395529,0.395342,0.395691,0.395299,0.395795,0.396287,0.396282,0.40061,0.398072,0.399965,0.398966,0.39886,0.399345,0.399563,0.398064,0.39626,0.395026,0.392789,0.39303,0.394801,0.394132,0.396058,0.398342,0.396342,0.398376,0.3978,0.397816,0.395415,0.39362,0.391376,0.390355,0.388793,0.385716,0.386747,0.389527,0.390937,0.395033,0.391724,0.39087,0.389339,0.388971,0.389104,0.388234,0.385273,0.387519,0.386047,0.38679,0.387151,0.387984,0.385839,0.382454,0.385727,0.389851,0.392219,0.390678,0.387991,0.390669,0.394037,0.397782,0.397475,0.397808
0.353535,0,0.00969876,0.0204293,0.0305325,0.0412203,0.0509446,0.060031,0.0704538,0.0811866,0.0916102,0.102413,0.112811,0.124528,0.135905,0.14767,0.158111,0.169824,0.181236,0.193122,0.205612,0.218739,0.22954,0.241641,0.254764,0.266338,0.277606,0.29141,0.305401,0.316768,0.327008,0.339897,0.352633,0.367045,0.382862,0.398742,0.411634,0.412417,0.408748,0.408835,0.408137,0.407563,0.408063,0.40735,0.407773,0.408187,0.40789,0.411775,0.409718,0.411492,0.410077,0.410597,0.411181,0.411458,0.409996,0.407945,0.406611,0.403829,0.403583,0.405205,0.404636,0.406666,0.409221,0.407265,0.409068,0.408886,0.409387,0.406878,0.405078,0.402385,0.400892,0.39933,0.39613,0.397153,0.399803,0.401562,0.405717,0.402142,0.401233,0.40014,0.399709,0.399909,0.399408,0.396368,0.398633,0.396982,0.397843,0.398518,0.39964,0.397404,0.393273,0.397384,0.402487,0.404868,0.402941,0.40048,0.403058,0.406611,0.410621,0.40996,0.410344
0.363636,0,0.00947827,0.0200774,0.0302053,0.0410291,0.0506616,0.0598861,0.0701154,0.080726,0.0909895,0.101919,0.112174,0.124136,0.135841,0.14741,0.157734,0.169226,0.180553,0.192897,0.205367,0.218285,0.229449,0.241681,0.25478,0.266707,0.277846,0.2915,0.305585,0.316765,0.327283,0.340721,0.353893,0.368157,0.38374,0.399644,0.412417,0.427926,0.424175,0.424543,0.423646,0.422987,0.423412,0.422613,0.423214,0.42349,0.423326,0.427642,0.425193,0.426849,0.425478,0.425753,0.426517,0.427521,0.425704,0.423711,0.422289,0.419244,0.418859,0.420104,0.419522,0.421338,0.423397,0.421583,0.423448,0.422858,0.423722,0.420869,0.419212,0.416045,0.413781,0.412104,0.409195,0.410422,0.413351,0.414829,0.419357,0.415655,0.414407,0.413688,0.412672,0.4128,0.41259,0.409904,0.412949,0.410972,0.411777,0.412271,0.413366,0.41139,0.407822,0.412208,0.416654,0.419691,0.417604,0.415072,0.418056,0.421816,0.426266,0.426181,0.426121
0.373737,0,0.00939908,0.0197434,0.0299259,0.040846,0.0505323,0.0596649,0.0699327,0.0805689,0.0907334,0.10183,0.112001,0.123881,0.13567,0.14717,0.157286,0.168842,0.179717,0.192047,0.204593,0.217358,0.228262,0.240391,0.253238,0.264834,0.275898,0.289192,0.302959,0.313762,0.324645,0.338277,0.35093,0.364905,0.380284,0.396016,0.408748,0.424175,0.434382,0.434721,0.433357,0.432932,0.433846,0.432795,0.433189,0.433148,0.433483,0.438021,0.435852,0.437652,0.436768,0.437023,0.437972,0.439084,0.437219,0.435149,0.434168,0.431003,0.430523,0.43191,0.431278,0.433111,0.43564,0.433898,0.435843,0.435903,0.436798,0.434031,0.432206,0.429109,0.426714,0.424714,0.421908,0.423159,0.426235,0.428092,0.432325,0.428748,0.427458,0.427143,0.426376,0.426413,0.426039,0.423018,0.42618,0.424457,0.425467,0.425537,0.42649,0.42432,0.4207,0.425563,0.429113,0.431866,0.430341,0.427694,0.430752,0.434563,0.439293,0.438471,0.438558
0.383838,0,0.00947668,0.0196671,0.0298396,0.0407663,0.0505151,0.0598124,0.0699778,0.0804854,0.0909896,0.102156,0.112437,0.124471,0.136281,0.14785,0.158052,0.169485,0.180522,0.193098,0.205692,0.218436,0.229076,0.241218,0.254031,0.265764,0.277028,0.290199,0.303738,0.314108,0.325043,0.338506,0.351399,0.365108,0.380585,0.396165,0.408835,0.424543,0.434721,0.449762,0.448252,0.447541,0.449101,0.448103,0.448175,0.447462,0.447847,0.452963,0.451037,0.453186,0.452291,0.453045,0.454199,0.455848,0.453315,0.451256,0.45042,0.44757,0.447027,0.448276,0.447418,0.44937,0.452256,0.450473,0.452232,0.452633,0.453859,0.450947,0.448776,0.445679,0.442762,0.440758,0.438275,0.439329,0.442815,0.444254,0.449379,0.445982,0.443968,0.443282,0.442673,0.442516,0.442137,0.438925,0.442817,0.441281,0.442248,0.441881,0.442895,0.440082,0.437027,0.442753,0.446466,0.449628,0.448311,0.446261,0.449826,0.454028,0.459635,0.459169,0.459035
0.393939,0,0.00943664,0.0194727,0.0297622,0.040819,0.0505499,0.0599756,0.0699695,0.0806475,0.0911813,0.102348,0.112322,0.124352,0.135842,0.147321,0.157461,0.16901,0.17979,0.192373,0.204906,0.217629,0.228233,0.240428,0.253125,0.26487,0.276034,0.289437,0.302855,0.313597,0.324319,0.338188,0.351079,0.364565,0.380056,0.395529,0.408137,0.423646,0.433357,0.448252,0.461168,0.460749,0.462279,0.461462,0.461404,0.460358,0.460308,0.465471,0.463346,0.465464,0.464539,0.465165,0.467002,0.468345,0.46606,0.463653,0.4627,0.45965,0.459307,0.460874,0.4602,0.46226,0.465535,0.463395,0.465306,0.466096,0.467712,0.464724,0.46244,0.459523,0.456593,0.454481,0.451607,0.452614,0.456514,0.458086,0.462955,0.459133,0.456949,0.456387,0.456111,0.455949,0.455867,0.45273,0.455984,0.45415,0.4553,0.455231,0.456152,0.453348,0.449753,0.455166,0.459495,0.462345,0.461173,0.458727,0.462498,0.467015,0.473024,0.472968,0.472656
0.40404,0,0.00959836,0.0198847,0.0300878,0.0409687,0.0506922,0.0602036,0.0705156,0.0811994,0.091807,0.103213,0.113107,0.125219,0.136498,0.147849,0.157992,0.169396,0.180161,0.192671,0.205162,0.217902,0.22849,0.24109,0.253586,0.265364,0.276455,0.289713,0.302984,0.313751,0.324613,0.338466,0.350842,0.364322,0.379883,0.395342,0.407563,0.422987,0.432932,0.447541,0.460749,0.475202,0.476765,0.475826,0.476151,0.474674,0.474812,0.480409,0.478103,0.480621,0.480299,0.480245,0.482154,0.483557,0.481105,0.478666,0.478025,0.474485,0.473779,0.476033,0.475394,0.477463,0.480883,0.478548,0.480735,0.481392,0.482863,0.479946,0.477553,0.474748,0.471822,0.469616,0.466503,0.467403,0.471655,0.473431,0.478015,0.47422,0.471998,0.471319,0.472427,0.472364,0.472064,0.468907,0.472143,0.470527,0.471756,0.471174,0.471953,0.468876,0.465713,0.471243,0.476154,0.478948,0.477814,0.475018,0.47922,0.484191,0.490195,0.490398,0.489797
0.414141,0,0.00954901,0.019888,0.0299842,0.0410477,0.0507772,0.0604758,0.0706637,0.0814149,0.091826,0.103225,0.113054,0.125085,0.136628,0.148374,0.158633,0.169883,0.180985,0.193222,0.205258,0.217726,0.228314,0.241007,0.253446,0.265275,0.276658,0.28966,0.30297,0.313868,0.324593,0.338653,0.351108,0.364546,0.380397,0.395691,0.408063,0.423412,0.433846,0.449101,0.462279,0.476765,0.49364,0.492488,0.492754,0.490786,0.491332,0.497034,0.494661,0.497773,0.497963,0.497881,0.50009,0.501176,0.498853,0.495598,0.495221,0.491702,0.49028,0.492703,0.491593,0.493511,0.497142,0.495004,0.496773,0.497105,0.498075,0.494532,0.492231,0.48917,0.486637,0.48433,0.480655,0.481719,0.486346,0.487602,0.491671,0.488146,0.486327,0.485424,0.487026,0.487263,0.486604,0.482833,0.48617,0.484259,0.485078,0.485195,0.486489,0.483483,0.480546,0.486407,0.490705,0.493573,0.492433,0.489926,0.494079,0.499497,0.505478,0.505295,0.504903
0.424242,0,0.00946724,0.0197613,0.0300025,0.0413329,0.051065,0.0607845,0.0710835,0.0817166,0.0921346,0.103598,0.113356,0.125535,0.136869,0.148318,0.158565,0.169868,0.181075,0.193027,0.204949,0.217078,0.227626,0.240323,0.25273,0.264557,0.27604,0.289209,0.303105,0.313759,0.324387,0.338607,0.351123,0.36454,0.380091,0.395299,0.40735,0.422613,0.432795,0.448103,0.461462,0.475826,0.492488,0.50629,0.506695,0.504408,0.50459,0.510535,0.50812,0.511206,0.511425,0.510813,0.512863,0.51399,0.512091,0.509569,0.509151,0.50594,0.504123,0.506755,0.505619,0.507518,0.510608,0.508063,0.509618,0.509863,0.510884,0.506899,0.50456,0.501412,0.49888,0.496375,0.492501,0.493431,0.498189,0.499361,0.503634,0.500055,0.498239,0.497063,0.499012,0.499808,0.499384,0.495991,0.499898,0.497477,0.498372,0.498716,0.499743,0.496394,0.493612,0.499162,0.504301,0.507081,0.505815,0.503499,0.508427,0.513996,0.519933,0.519733,0.519317
0.434343,0,0.00954101,0.0200877,0.0301166,0.0417428,0.0512985,0.0610514,0.0713087,0.082077,0.0922855,0.103748,0.113115,0.12488,0.136339,0.147815,0.157906,0.169308,0.180639,0.192473,0.204448,0.216767,0.226908,0.239788,0.252368,0.264402,0.275697,0.289177,0.303358,0.314313,0.324951,0.33896,0.351584,0.365157,0.380555,0.395795,0.407773,0.423214,0.433189,0.448175,0.461404,0.476151,0.492754,0.506695,0.521628,0.519593,0.519692,0.526005,0.523331,0.526147,0.526539,0.526241,0.528021,0.529049,0.527007,0.524521,0.5243,0.520963,0.518957,0.521741,0.520524,0.522572,0.525648,0.52227,0.524178,0.524876,0.525815,0.521872,0.519012,0.515627,0.513059,0.510591,0.506311,0.507284,0.51168,0.512439,0.516947,0.513185,0.510996,0.509713,0.5115,0.512245,0.51136,0.507735,0.511335,0.509068,0.509505,0.509828,0.511259,0.508061,0.505294,0.511601,0.517409,0.520326,0.518877,0.516681,0.521825,0.527812,0.533554,0.533358,0.533452
0.444444,0,0.00968101,0.0200705,0.030055,0.0416547,0.0510138,0.0609306,0.0710954,0.0817331,0.0918832,0.103225,0.112453,0.124165,0.13584,0.147262,0.157075,0.168891,0.180108,0.192109,0.20418,0.216733,0.226752,0.239577,0.252472,0.264275,0.275664,0.289298,0.303391,0.314422,0.32498,0.338916,0.351796,0.365725,0.381103,0.396287,0.408187,0.42349,0.433148,0.447462,0.460358,0.474674,0.490786,0.504408,0.519593,0.533585,0.533882,0.54041,0.537545,0.540208,0.540543,0.540595,0.542498,0.54259,0.540851,0.538095,0.538189,0.534767,0.532436,0.535405,0.534061,0.536075,0.53892,0.535631,0.537621,0.537999,0.539204,0.535193,0.532686,0.529288,0.527282,0.524156,0.519479,0.520072,0.52392,0.524899,0.528561,0.524585,0.521949,0.520827,0.522098,0.522642,0.521359,0.517944,0.521102,0.518973,0.519318,0.519453,0.52201,0.519557,0.516103,0.521849,0.52787,0.530281,0.528477,0.526023,0.531084,0.536678,0.541853,0.541007,0.54113
0.454545,0,0.0096672,0.0200521,0.03021,0.0422119,0.0514528,0.0613044,0.0712587,0.0820123,0.0923146,0.103607,0.112654,0.124367,0.136173,0.147558,0.157363,0.169187,0.180633,0.192955,0.205261,0.217908,0.228032,0.240582,0.253255,0.265557,0.277098,0.290896,0.304593,0.315617,0.325738,0.339564,0.351959,0.365969,0.381148,0.396282,0.40789,0.423326,0.433483,0.447847,0.460308,0.474812,0.491332,0.50459,0.519692,0.533882,0.550547,0.557086,0.553827,0.557295,0.558531,0.558638,0.560217,0.560345,0.558913,0.555548,0.555738,0.551859,0.548718,0.55206,0.550161,0.551354,0.555144,0.551724,0.553699,0.553292,0.55494,0.551153,0.548566,0.54518,0.542849,0.540543,0.535952,0.536656,0.540473,0.540594,0.543933,0.540388,0.538056,0.536617,0.538358,0.538449,0.536903,0.532713,0.535334,0.534202,0.534754,0.533831,0.536231,0.533772,0.530257,0.535552,0.541641,0.543918,0.54204,0.53937,0.543748,0.549672,0.555001,0.553918,0.554318
